group_by_sex,group_by_1,group_by_label_1,group_by_value_1,group_by_2,variable,prevalence,mean,median,sd,percentile_025,percentile_750
NA,Bin,bin 14,14,NA,J1A_cat2_0,80.4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1A_cat2_1,19.6,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1B_cat2_0,71.4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1B_cat2_1,28.6,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1C_cat2_0,65.6,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1C_cat2_1,34.4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1DE_cat2_0,73.9,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1DE_cat2_1,26.1,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1D_cat2_0,43,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1D_cat2_1,57,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1K_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1K_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1L_cat2_0,96,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,J1L_cat2_1,4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,K2E_cat2_0,96.2,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,K2E_cat2_1,3.8,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,K3D_cat2_0,65,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,K3D_cat2_1,35,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,K3E_cat2_0,55,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,K3E_cat2_1,45,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,K8E_cat2_0,98.4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,K8E_cat2_1,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,L1A_cat2_0,75.8,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,L1A_cat2_1,24.2,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,L2B_cat2_0,89.4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,L2B_cat2_1,10.6,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,L2C_cat2_0,95.7,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,L2C_cat2_1,4.3,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Oxygen_cat6_0,63.1,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Oxygen_cat6_2,8.4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Oxygen_cat6_3,13.8,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Oxygen_cat6_5,14.5,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,P4A_cat4_0,36.7,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,P4A_cat4_1,48.4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,P4A_cat4_2,11.3,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,P4A_cat4_3,3.6,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,P4B_cat4_0,69.5,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,P4B_cat4_1,20.5,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,P4B_cat4_2,6.5,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,P4B_cat4_3,3.5,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Renal_cat4_0,84.1,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Renal_cat4_1,12.9,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Renal_cat4_3,3,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Sex_cat2_0,45.6,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Sex_cat2_1,54.4,NA,NA,NA,NA,NA
NA,Bin,bin 14,14,NA,Age_cont,NA,82.23,84,10.05,77,89
NA,Bin,bin 15,15,NA,A1_cat7_0,11.8,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A1_cat7_1,12.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A1_cat7_2,12,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A1_cat7_3,14.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A1_cat7_4,15.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A1_cat7_5,16,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A1_cat7_6,18,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A2_cat5_0,49.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A2_cat5_1,16.9,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A2_cat5_2,15.8,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A2_cat5_3,13.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,A2_cat5_4,4.2,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,ADL_cat7_0,22.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,ADL_cat7_1,9.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,ADL_cat7_2,20.8,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,ADL_cat7_3,12,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,ADL_cat7_4,16.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,ADL_cat7_5,13.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,ADL_cat7_6,4.8,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,B2B_cat2_0,66.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,B2B_cat2_1,33.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,BB6_cat5_0,25,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,BB6_cat5_1,12.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,BB6_cat5_2,5.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,BB6_cat5_3,11.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,BB6_cat5_4,45.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Cancer_cat6_0,64.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Cancer_cat6_3,32.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Cancer_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Cancer_cat6_5,3.4,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,H3_cat2_0,15.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,H3_cat2_1,84.4,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,IADL_cat7_0,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,IADL_cat7_1,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,IADL_cat7_2,3.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,IADL_cat7_3,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,IADL_cat7_4,8.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,IADL_cat7_5,51,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,IADL_cat7_6,36.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1A_cat2_0,80.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1A_cat2_1,19.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1B_cat2_0,72.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1B_cat2_1,27.4,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1C_cat2_0,66.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1C_cat2_1,33.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1DE_cat2_0,74.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1DE_cat2_1,25.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1D_cat2_0,42.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1D_cat2_1,57.4,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1K_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1K_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1L_cat2_0,96.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,J1L_cat2_1,3.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,K2E_cat2_0,96.9,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,K2E_cat2_1,3.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,K3D_cat2_0,65.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,K3D_cat2_1,34.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,K3E_cat2_0,55.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,K3E_cat2_1,44.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,K8E_cat2_0,98.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,K8E_cat2_1,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,L1A_cat2_0,77.9,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,L1A_cat2_1,22.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,L2B_cat2_0,90.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,L2B_cat2_1,9.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,L2C_cat2_0,96.3,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,L2C_cat2_1,3.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Oxygen_cat6_0,64.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Oxygen_cat6_2,7.9,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Oxygen_cat6_3,13.7,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Oxygen_cat6_5,14.2,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,P4A_cat4_0,38.2,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,P4A_cat4_1,47.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,P4A_cat4_2,10.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,P4A_cat4_3,3.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,P4B_cat4_0,70.8,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,P4B_cat4_1,20.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,P4B_cat4_2,5.5,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,P4B_cat4_3,3.2,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Renal_cat4_0,85,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Renal_cat4_1,12.2,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Renal_cat4_3,2.8,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Sex_cat2_0,46.4,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Sex_cat2_1,53.6,NA,NA,NA,NA,NA
NA,Bin,bin 15,15,NA,Age_cont,NA,82.15,84,9.99,77,89
NA,Bin,bin 16,16,NA,A1_cat7_0,12.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A1_cat7_1,11.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A1_cat7_2,11.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A1_cat7_3,13.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A1_cat7_4,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A1_cat7_5,16.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A1_cat7_6,18.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A2_cat5_0,49.5,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A2_cat5_1,17.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A2_cat5_2,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A2_cat5_3,12.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,A2_cat5_4,4,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,ADL_cat7_0,24.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,ADL_cat7_1,9.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,ADL_cat7_2,20.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,ADL_cat7_3,11.8,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,ADL_cat7_4,15.7,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,ADL_cat7_5,12.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,ADL_cat7_6,4.4,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,B2B_cat2_0,67.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,B2B_cat2_1,32.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,BB6_cat5_0,25.3,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,BB6_cat5_1,13,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,BB6_cat5_2,5.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,BB6_cat5_3,11.5,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,BB6_cat5_4,44.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Cancer_cat6_0,65.3,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Cancer_cat6_3,30.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Cancer_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Cancer_cat6_5,3.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,H3_cat2_0,17.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,H3_cat2_1,82.8,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,IADL_cat7_0,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,IADL_cat7_1,0.7,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,IADL_cat7_2,3.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,IADL_cat7_3,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,IADL_cat7_4,8.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,IADL_cat7_5,50.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,IADL_cat7_6,35.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1A_cat2_0,80.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1A_cat2_1,19.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1B_cat2_0,73.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1B_cat2_1,26.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1C_cat2_0,67.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1C_cat2_1,32.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1DE_cat2_0,73.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1DE_cat2_1,26.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1D_cat2_0,42.8,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1D_cat2_1,57.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1K_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1K_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1L_cat2_0,96.3,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,J1L_cat2_1,3.7,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,K2E_cat2_0,96.7,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,K2E_cat2_1,3.3,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,K3D_cat2_0,65.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,K3D_cat2_1,34.4,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,K3E_cat2_0,57,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,K3E_cat2_1,43,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,K8E_cat2_0,98.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,K8E_cat2_1,1.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,L1A_cat2_0,78.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,L1A_cat2_1,21.4,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,L2B_cat2_0,91.7,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,L2B_cat2_1,8.3,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,L2C_cat2_0,96.5,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,L2C_cat2_1,3.5,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Oxygen_cat6_0,65.7,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Oxygen_cat6_2,7.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Oxygen_cat6_3,13.3,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Oxygen_cat6_5,13.3,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,P4A_cat4_0,39.5,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,P4A_cat4_1,47,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,P4A_cat4_2,10.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,P4A_cat4_3,3.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,P4B_cat4_0,70.8,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,P4B_cat4_1,20,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,P4B_cat4_2,5.9,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,P4B_cat4_3,3.3,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Renal_cat4_0,84.5,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Renal_cat4_1,12.6,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Renal_cat4_3,2.8,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Sex_cat2_0,47.8,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Sex_cat2_1,52.2,NA,NA,NA,NA,NA
NA,Bin,bin 16,16,NA,Age_cont,NA,81.96,84,10.1,76,89
NA,Bin,bin 17,17,NA,A1_cat7_0,11.7,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A1_cat7_1,12.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A1_cat7_2,12.4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A1_cat7_3,14,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A1_cat7_4,15.2,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A1_cat7_5,16.5,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A1_cat7_6,18.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A2_cat5_0,49.3,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A2_cat5_1,16.9,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A2_cat5_2,17.9,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A2_cat5_3,12.4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,A2_cat5_4,3.6,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,ADL_cat7_0,25.6,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,ADL_cat7_1,10,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,ADL_cat7_2,21.5,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,ADL_cat7_3,12.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,ADL_cat7_4,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,ADL_cat7_5,11.3,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,ADL_cat7_6,4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,B2B_cat2_0,68.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,B2B_cat2_1,31.9,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,BB6_cat5_0,26.3,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,BB6_cat5_1,12.7,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,BB6_cat5_2,5.6,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,BB6_cat5_3,11.6,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,BB6_cat5_4,43.7,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Cancer_cat6_0,68.3,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Cancer_cat6_3,28.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Cancer_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Cancer_cat6_5,3.5,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,H3_cat2_0,18.4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,H3_cat2_1,81.6,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,IADL_cat7_0,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,IADL_cat7_1,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,IADL_cat7_2,3.7,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,IADL_cat7_3,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,IADL_cat7_4,9.5,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,IADL_cat7_5,49.8,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,IADL_cat7_6,35.3,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1A_cat2_0,80.3,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1A_cat2_1,19.7,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1B_cat2_0,74.4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1B_cat2_1,25.6,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1C_cat2_0,67,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1C_cat2_1,33,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1DE_cat2_0,73.5,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1DE_cat2_1,26.5,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1D_cat2_0,42.3,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1D_cat2_1,57.7,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1K_cat2_0,99.8,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1K_cat2_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1L_cat2_0,96,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,J1L_cat2_1,4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,K2E_cat2_0,97.2,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,K2E_cat2_1,2.8,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,K3D_cat2_0,66.6,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,K3D_cat2_1,33.4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,K3E_cat2_0,57.2,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,K3E_cat2_1,42.8,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,K8E_cat2_0,99.2,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,K8E_cat2_1,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,L1A_cat2_0,80.8,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,L1A_cat2_1,19.2,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,L2B_cat2_0,92.4,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,L2B_cat2_1,7.6,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,L2C_cat2_0,96.9,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,L2C_cat2_1,3.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Oxygen_cat6_0,66.3,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Oxygen_cat6_2,7.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Oxygen_cat6_3,14,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 17,17,NA,Oxygen_cat6_5,12.5,NA,NA,NA,NA,NA
