group_by_sex,group_by_1,group_by_label_1,group_by_value_1,group_by_2,variable,prevalence,mean,median,sd,percentile_025,percentile_750
NA,Bin,bin 27,27,NA,J1L_cat2_1,5,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,K2E_cat2_0,98.7,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,K2E_cat2_1,1.3,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,K3D_cat2_0,70.6,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,K3D_cat2_1,29.4,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,K3E_cat2_0,68.8,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,K3E_cat2_1,31.2,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,L1A_cat2_0,92.9,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,L1A_cat2_1,7.1,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,L2B_cat2_0,97.8,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,L2B_cat2_1,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,L2C_cat2_0,99,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,L2C_cat2_1,1,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Oxygen_cat6_0,76.8,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Oxygen_cat6_2,2.7,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Oxygen_cat6_3,13.1,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Oxygen_cat6_5,7.3,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,P4A_cat4_0,62.7,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,P4A_cat4_1,31.8,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,P4A_cat4_2,4.5,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,P4A_cat4_3,1,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,P4B_cat4_0,77.8,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,P4B_cat4_1,16.4,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,P4B_cat4_2,3.9,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,P4B_cat4_3,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Renal_cat4_0,91.4,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Renal_cat4_1,6.8,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Renal_cat4_3,1.9,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Sex_cat2_0,57.3,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Sex_cat2_1,42.7,NA,NA,NA,NA,NA
NA,Bin,bin 27,27,NA,Age_cont,NA,80.85,83,10.13,75,88
NA,Bin,bin 28,28,NA,A1_cat7_0,12.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A1_cat7_1,13.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A1_cat7_2,12.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A1_cat7_3,14.2,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A1_cat7_4,14.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A1_cat7_5,15.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A1_cat7_6,16.4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A2_cat5_0,43.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A2_cat5_1,18.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A2_cat5_2,30.7,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A2_cat5_3,5.4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,A2_cat5_4,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,ADL_cat7_0,44.7,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,ADL_cat7_1,13.7,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,ADL_cat7_2,22.3,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,ADL_cat7_3,10.7,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,ADL_cat7_4,5.4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,ADL_cat7_5,2.8,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,ADL_cat7_6,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,B2B_cat2_0,77.4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,B2B_cat2_1,22.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,BB6_cat5_0,33.2,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,BB6_cat5_1,16.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,BB6_cat5_2,6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,BB6_cat5_3,14.2,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,BB6_cat5_4,30.5,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Cancer_cat6_0,83.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Cancer_cat6_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Cancer_cat6_3,14,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Cancer_cat6_5,2,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,H3_cat2_0,41.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,H3_cat2_1,58.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,IADL_cat7_0,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,IADL_cat7_1,2.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,IADL_cat7_2,7.5,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,IADL_cat7_3,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,IADL_cat7_4,16.3,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,IADL_cat7_5,47.2,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,IADL_cat7_6,23.8,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1A_cat2_0,81.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1A_cat2_1,18.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1B_cat2_0,84.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1B_cat2_1,15.4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1C_cat2_0,72,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1C_cat2_1,28,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1DE_cat2_0,73,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1DE_cat2_1,27,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1D_cat2_0,40.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1D_cat2_1,59.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1K_cat2_0,99.5,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1K_cat2_1,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1L_cat2_0,95,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,J1L_cat2_1,5,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,K2E_cat2_0,98.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,K2E_cat2_1,1.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,K3D_cat2_0,71,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,K3D_cat2_1,29,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,K3E_cat2_0,69.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,K3E_cat2_1,30.4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,L1A_cat2_0,93.7,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,L1A_cat2_1,6.3,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,L2B_cat2_0,98,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,L2B_cat2_1,2,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,L2C_cat2_0,99,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,L2C_cat2_1,1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Oxygen_cat6_0,77.5,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Oxygen_cat6_2,2.5,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Oxygen_cat6_3,12.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Oxygen_cat6_5,7,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,P4A_cat4_0,64,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,P4A_cat4_1,31.1,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,P4A_cat4_2,4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,P4A_cat4_3,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,P4B_cat4_0,78.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,P4B_cat4_1,16,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,P4B_cat4_2,3.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,P4B_cat4_3,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Renal_cat4_0,91.9,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Renal_cat4_1,6.4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Renal_cat4_3,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Sex_cat2_0,58.6,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Sex_cat2_1,41.4,NA,NA,NA,NA,NA
NA,Bin,bin 28,28,NA,Age_cont,NA,80.72,83,10.17,75,88
NA,Bin,bin 29,29,NA,A1_cat7_0,13.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A1_cat7_1,13.3,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A1_cat7_2,13.3,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A1_cat7_3,13.8,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A1_cat7_4,15,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A1_cat7_5,15.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A1_cat7_6,15.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A2_cat5_0,42.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A2_cat5_1,18.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A2_cat5_2,31.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A2_cat5_3,5.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,A2_cat5_4,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,ADL_cat7_0,46.7,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,ADL_cat7_1,14.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,ADL_cat7_2,21.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,ADL_cat7_3,10.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,ADL_cat7_4,4.3,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,ADL_cat7_5,2.3,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,ADL_cat7_6,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,B2B_cat2_0,78.3,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,B2B_cat2_1,21.7,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,BB6_cat5_0,33.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,BB6_cat5_1,16.4,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,BB6_cat5_2,5.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,BB6_cat5_3,14.8,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,BB6_cat5_4,29.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Cancer_cat6_0,85.3,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Cancer_cat6_3,12.7,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Cancer_cat6_5,1.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,H3_cat2_0,43,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,H3_cat2_1,57,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,IADL_cat7_0,2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,IADL_cat7_1,2.7,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,IADL_cat7_2,7.8,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,IADL_cat7_3,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,IADL_cat7_4,16.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,IADL_cat7_5,47.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,IADL_cat7_6,22.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1A_cat2_0,81,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1A_cat2_1,19,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1B_cat2_0,84.8,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1B_cat2_1,15.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1C_cat2_0,71.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1C_cat2_1,28.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1DE_cat2_0,73.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1DE_cat2_1,26.4,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1D_cat2_0,40.7,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1D_cat2_1,59.3,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1K_cat2_0,99.5,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1K_cat2_1,0.5,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1L_cat2_0,94.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,J1L_cat2_1,5.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,K2E_cat2_0,98.8,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,K2E_cat2_1,1.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,K3D_cat2_0,71.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,K3D_cat2_1,28.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,K3E_cat2_0,69.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,K3E_cat2_1,30.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,L1A_cat2_0,94.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,L1A_cat2_1,5.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,L2B_cat2_0,98.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,L2B_cat2_1,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,L2C_cat2_0,99.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,L2C_cat2_1,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Oxygen_cat6_0,77.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Oxygen_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Oxygen_cat6_2,2.5,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Oxygen_cat6_3,13.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Oxygen_cat6_5,6.7,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,P4A_cat4_0,65.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,P4A_cat4_1,29.7,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,P4A_cat4_2,3.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,P4A_cat4_3,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,P4B_cat4_0,79,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,P4B_cat4_1,15.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,P4B_cat4_2,3.5,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,P4B_cat4_3,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Renal_cat4_0,92.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Renal_cat4_1,6.2,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Renal_cat4_3,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Sex_cat2_0,60.1,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Sex_cat2_1,39.9,NA,NA,NA,NA,NA
NA,Bin,bin 29,29,NA,Age_cont,NA,80.64,83,10.19,75,88
NA,Bin,bin 30,30,NA,A1_cat7_0,12.9,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A1_cat7_1,13.2,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A1_cat7_2,13.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A1_cat7_3,14.2,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A1_cat7_4,14.8,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A1_cat7_5,15.6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A1_cat7_6,15.8,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A2_cat5_0,42,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A2_cat5_1,18.6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A2_cat5_2,32.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A2_cat5_3,4.6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,A2_cat5_4,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,ADL_cat7_0,48.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,ADL_cat7_1,14,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,ADL_cat7_2,21.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,ADL_cat7_3,10,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,ADL_cat7_4,4.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,ADL_cat7_5,2,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,ADL_cat7_6,0.4,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,B2B_cat2_0,79.3,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,B2B_cat2_1,20.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,BB6_cat5_0,33.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,BB6_cat5_1,16.4,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,BB6_cat5_2,6.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,BB6_cat5_3,15,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,BB6_cat5_4,28.6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Cancer_cat6_0,86.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Cancer_cat6_3,11.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Cancer_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Cancer_cat6_5,1.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,H3_cat2_0,44.8,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,H3_cat2_1,55.2,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,IADL_cat7_0,2.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,IADL_cat7_1,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,IADL_cat7_2,7.9,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,IADL_cat7_3,1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,IADL_cat7_4,17.6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,IADL_cat7_5,46.8,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,IADL_cat7_6,21.6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1A_cat2_0,80.8,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1A_cat2_1,19.2,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1B_cat2_0,85.3,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1B_cat2_1,14.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1C_cat2_0,72.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1C_cat2_1,27.9,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1DE_cat2_0,73.9,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1DE_cat2_1,26.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1D_cat2_0,41,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1D_cat2_1,59,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1K_cat2_0,99.4,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1K_cat2_1,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1L_cat2_0,94.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,J1L_cat2_1,5.3,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,K2E_cat2_0,99,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,K2E_cat2_1,1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,K3D_cat2_0,71.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,K3D_cat2_1,28.3,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,K3E_cat2_0,71.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,K3E_cat2_1,28.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,K8E_cat2_0,100,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,K8E_cat2_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,L1A_cat2_0,94.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,L1A_cat2_1,5.3,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,L2B_cat2_0,98.3,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,L2B_cat2_1,1.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,L2C_cat2_0,99.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,L2C_cat2_1,0.9,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Oxygen_cat6_0,79,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Oxygen_cat6_2,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Oxygen_cat6_3,12.4,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Oxygen_cat6_5,6.2,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,P4A_cat4_0,66.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,P4A_cat4_1,29.3,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,P4A_cat4_2,3.4,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,P4A_cat4_3,0.8,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,P4B_cat4_0,79.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,P4B_cat4_1,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,P4B_cat4_2,3.4,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,P4B_cat4_3,1.6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Renal_cat4_0,92.4,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Renal_cat4_1,6,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Renal_cat4_3,1.7,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Sex_cat2_0,61,NA,NA,NA,NA,NA
NA,Bin,bin 30,30,NA,Sex_cat2_1,39,NA,NA,NA,NA,NA
